Mouse gene name,Mouse gene stable ID,Mouse homology type,Gene stable ID,Gene name
Spic,ENSMUSG00000004359,ortholog_one2one,ENSGALG00000054799,SPIC
,,,ENSGALG00000004322,
Hmgcl,ENSMUSG00000028672,ortholog_one2one,ENSGALG00000004057,HMGCL
Aldh3b3,ENSMUSG00000037263,ortholog_many2many,ENSGALG00000036044,
Aldh3b2,ENSMUSG00000075296,ortholog_many2many,ENSGALG00000036044,
Cds2,ENSMUSG00000058793,ortholog_one2one,ENSGALG00000030406,CDS2
Akap12,ENSMUSG00000038587,ortholog_one2one,ENSGALG00000036240,AKAP12
,,,ENSGALG00000048138,
,,,ENSGALG00000054652,gga-mir-12265
Naa20,ENSMUSG00000002728,ortholog_one2one,ENSGALG00000012587,NAA20
Ap1ar,ENSMUSG00000074238,ortholog_one2one,ENSGALG00000028807,AP1AR
Zbtb33,ENSMUSG00000048047,ortholog_one2one,ENSGALG00000008611,ZBTB33
Rbm4,ENSMUSG00000094936,ortholog_many2many,ENSGALG00000040489,
Rbm4b,ENSMUSG00000033760,ortholog_many2many,ENSGALG00000040489,
Gm21992,ENSMUSG00000096370,ortholog_many2many,ENSGALG00000040489,
Aldh3b3,ENSMUSG00000037263,ortholog_many2many,ENSGALG00000054835,
Aldh3b2,ENSMUSG00000075296,ortholog_many2many,ENSGALG00000054835,
Ppm1d,ENSMUSG00000020525,ortholog_one2one,ENSGALG00000035610,PPM1D
Zpbp2,ENSMUSG00000017195,ortholog_one2one,ENSGALG00000013484,ZPBP2
Fbxl21,ENSMUSG00000035509,ortholog_one2one,ENSGALG00000006327,FBXL21
Creld1,ENSMUSG00000030284,ortholog_one2one,ENSGALG00000042387,CRELD1
Creb3l1,ENSMUSG00000027230,ortholog_one2one,ENSGALG00000008393,CREB3L1
Mthfd1l,ENSMUSG00000040675,ortholog_one2one,ENSGALG00000012412,MTHFD1L
Comp,ENSMUSG00000031849,ortholog_many2many,ENSGALG00000014804,THBS4
,,,ENSGALG00000025785,gga-mir-6706
Il17re,ENSMUSG00000043088,ortholog_one2one,ENSGALG00000054572,
Ehbp1l1,ENSMUSG00000024937,ortholog_one2one,ENSGALG00000051458,
Tifa,ENSMUSG00000046688,ortholog_one2one,ENSGALG00000012076,TIFA
Ndufs8,ENSMUSG00000059734,ortholog_one2one,ENSGALG00000040173,NDUFS8
Klf11,ENSMUSG00000020653,ortholog_one2one,ENSGALG00000016440,KLF11
Cel,ENSMUSG00000026818,ortholog_one2one,ENSGALG00000034436,CEL
Gale,ENSMUSG00000028671,ortholog_one2one,ENSGALG00000004047,GALE
Tmem255a,ENSMUSG00000036502,ortholog_one2one,ENSGALG00000008604,TMEM255A
Ikzf3,ENSMUSG00000018168,ortholog_one2one,ENSGALG00000013481,IKZF3
Cmss1,ENSMUSG00000022748,ortholog_one2one,ENSGALG00000015267,CMSS1
Uqcrb,ENSMUSG00000021520,ortholog_one2one,ENSGALG00000029319,UQCRB
Ptbp1,ENSMUSG00000006498,ortholog_one2one,ENSGALG00000001962,PTBP1
Alpk1,ENSMUSG00000028028,ortholog_one2one,ENSGALG00000012074,ALPK1
Pttg1ip,ENSMUSG00000009291,ortholog_one2one,ENSGALG00000005675,PTTG1IP
Tcirg1,ENSMUSG00000001750,ortholog_one2one,ENSGALG00000036069,TCIRG1
Plekhg1,ENSMUSG00000040624,ortholog_one2one,ENSGALG00000012395,PLEKHG1
Sipa1,ENSMUSG00000056917,ortholog_one2one,ENSGALG00000053836,SIPA1
Cmbl,ENSMUSG00000022235,ortholog_one2many,ENSGALG00000013033,
Gdf6,ENSMUSG00000051279,ortholog_one2one,ENSGALG00000035901,GDF6
Lins1,ENSMUSG00000053091,ortholog_one2one,ENSGALG00000007112,LINS1
,,,ENSGALG00000038767,
Jagn1,ENSMUSG00000051256,ortholog_one2one,ENSGALG00000031797,JAGN1
,,,ENSGALG00000027818,
Tes,ENSMUSG00000029552,ortholog_one2many,ENSGALG00000031934,TES
Gm4907,ENSMUSG00000068113,ortholog_one2many,ENSGALG00000031934,TES
Gm4985,ENSMUSG00000090102,ortholog_one2many,ENSGALG00000031934,TES
,,,ENSGALG00000023742,AHR2
,,,ENSGALG00000049566,
,,,ENSGALG00000054353,
,,,ENSGALG00000041622,
,,,ENSGALG00000052332,
,,,ENSGALG00000040153,
,,,ENSGALG00000041228,SELENOP2
,,,ENSGALG00000041948,
,,,ENSGALG00000052220,
,,,ENSGALG00000042528,
,,,ENSGALG00000051444,
,,,ENSGALG00000036551,
,,,ENSGALG00000049389,
,,,ENSGALG00000049041,
,,,ENSGALG00000030206,
,,,ENSGALG00000053911,
,,,ENSGALG00000051884,
,,,ENSGALG00000053975,
,,,ENSGALG00000047740,
,,,ENSGALG00000048411,
,,,ENSGALG00000049933,
,,,ENSGALG00000053612,
,,,ENSGALG00000052294,
,,,ENSGALG00000049738,
,,,ENSGALG00000053324,
,,,ENSGALG00000053979,
,,,ENSGALG00000052996,
,,,ENSGALG00000047287,
,,,ENSGALG00000051971,
,,,ENSGALG00000048792,
,,,ENSGALG00000029939,
,,,ENSGALG00000052827,
,,,ENSGALG00000051837,
,,,ENSGALG00000053336,
,,,ENSGALG00000053401,
,,,ENSGALG00000048348,
,,,ENSGALG00000046935,
,,,ENSGALG00000054591,
,,,ENSGALG00000053209,
,,,ENSGALG00000049352,
,,,ENSGALG00000054707,
,,,ENSGALG00000054127,
,,,ENSGALG00000032125,
,,,ENSGALG00000047615,
,,,ENSGALG00000052678,
,,,ENSGALG00000052436,
,,,ENSGALG00000051562,
,,,ENSGALG00000053023,
,,,ENSGALG00000053714,
,,,ENSGALG00000053727,
,,,ENSGALG00000053816,
,,,ENSGALG00000049841,
,,,ENSGALG00000048176,
,,,ENSGALG00000046802,
,,,ENSGALG00000046005,
,,,ENSGALG00000048772,
,,,ENSGALG00000052749,
,,,ENSGALG00000049880,
,,,ENSGALG00000050874,
,,,ENSGALG00000050643,
,,,ENSGALG00000053842,
,,,ENSGALG00000046970,
,,,ENSGALG00000052238,
,,,ENSGALG00000054880,
,,,ENSGALG00000044724,
,,,ENSGALG00000052942,
,,,ENSGALG00000048447,
,,,ENSGALG00000044150,
,,,ENSGALG00000048083,
,,,ENSGALG00000047882,
,,,ENSGALG00000053558,
,,,ENSGALG00000052138,
,,,ENSGALG00000054552,
,,,ENSGALG00000053858,
,,,ENSGALG00000047564,
,,,ENSGALG00000047894,
,,,ENSGALG00000030564,
,,,ENSGALG00000036383,
,,,ENSGALG00000031645,
,,,ENSGALG00000051441,
,,,ENSGALG00000050554,
,,,ENSGALG00000050961,
,,,ENSGALG00000046977,
,,,ENSGALG00000050987,
,,,ENSGALG00000051504,
,,,ENSGALG00000046775,
,,,ENSGALG00000047451,
,,,ENSGALG00000054627,
,,,ENSGALG00000049864,
,,,ENSGALG00000034952,
,,,ENSGALG00000054461,
,,,ENSGALG00000048305,
,,,ENSGALG00000048600,
,,,ENSGALG00000050585,
,,,ENSGALG00000049679,
,,,ENSGALG00000049468,
,,,ENSGALG00000048541,
,,,ENSGALG00000051815,
,,,ENSGALG00000047406,
,,,ENSGALG00000050642,
,,,ENSGALG00000049967,
,,,ENSGALG00000049688,
,,,ENSGALG00000052857,
,,,ENSGALG00000049606,
,,,ENSGALG00000050764,
,,,ENSGALG00000051215,
,,,ENSGALG00000043474,
,,,ENSGALG00000051988,
,,,ENSGALG00000052290,
,,,ENSGALG00000030338,
,,,ENSGALG00000051601,
,,,ENSGALG00000047791,
,,,ENSGALG00000053487,
,,,ENSGALG00000045458,
,,,ENSGALG00000053579,
,,,ENSGALG00000052875,
,,,ENSGALG00000046758,
,,,ENSGALG00000046845,
,,,ENSGALG00000048132,
,,,ENSGALG00000054647,
,,,ENSGALG00000049457,
,,,ENSGALG00000047676,
,,,ENSGALG00000050680,
,,,ENSGALG00000053573,
,,,ENSGALG00000049418,
,,,ENSGALG00000042244,
,,,ENSGALG00000052547,
,,,ENSGALG00000054115,
,,,ENSGALG00000046884,
,,,ENSGALG00000047435,
,,,ENSGALG00000035275,
,,,ENSGALG00000037349,
,,,ENSGALG00000054941,
,,,ENSGALG00000052135,
,,,ENSGALG00000054979,
,,,ENSGALG00000055119,
,,,ENSGALG00000036635,
,,,ENSGALG00000048141,
,,,ENSGALG00000051138,
,,,ENSGALG00000051920,
,,,ENSGALG00000051262,
,,,ENSGALG00000025571,gga-mir-1845
Dgkg,ENSMUSG00000022861,ortholog_one2one,ENSGALG00000005721,DGKG
Olfr995,ENSMUSG00000075218,ortholog_many2many,ENSGALG00000038269,
Olfr988,ENSMUSG00000075222,ortholog_many2many,ENSGALG00000038269,
Olfr987,ENSMUSG00000075223,ortholog_many2many,ENSGALG00000038269,
Olfr994,ENSMUSG00000075219,ortholog_many2many,ENSGALG00000038269,
Olfr992,ENSMUSG00000075221,ortholog_many2many,ENSGALG00000038269,
Olfr993,ENSMUSG00000075220,ortholog_many2many,ENSGALG00000038269,
Zgrf1,ENSMUSG00000051278,ortholog_one2many,ENSGALG00000012068,
Ttll3,ENSMUSG00000030276,ortholog_one2many,ENSGALG00000032828,
Olfr995,ENSMUSG00000075218,ortholog_many2many,ENSGALG00000041249,
Olfr988,ENSMUSG00000075222,ortholog_many2many,ENSGALG00000041249,
Olfr987,ENSMUSG00000075223,ortholog_many2many,ENSGALG00000041249,
Olfr994,ENSMUSG00000075219,ortholog_many2many,ENSGALG00000041249,
Olfr992,ENSMUSG00000075221,ortholog_many2many,ENSGALG00000041249,
Olfr993,ENSMUSG00000075220,ortholog_many2many,ENSGALG00000041249,
Mrps7,ENSMUSG00000046756,ortholog_one2one,ENSGALG00000007999,MRPS7
Cav2,ENSMUSG00000000058,ortholog_one2one,ENSGALG00000033295,CAV2
Cmbl,ENSMUSG00000022235,ortholog_one2many,ENSGALG00000035925,
Cers3,ENSMUSG00000030510,ortholog_one2one,ENSGALG00000014624,CERS3
Lect2,ENSMUSG00000021539,ortholog_one2one,ENSGALG00000006323,LECT2
Marchf7,ENSMUSG00000026977,ortholog_one2one,ENSGALG00000012584,MARCHF7
Bcas3,ENSMUSG00000059439,ortholog_one2one,ENSGALG00000005295,BCAS3
Iyd,ENSMUSG00000019762,ortholog_one2one,ENSGALG00000012392,IYD
Gfi1b,ENSMUSG00000026815,ortholog_one2one,ENSGALG00000003478,GFI1B
Olfr995,ENSMUSG00000075218,ortholog_many2many,ENSGALG00000037228,OR8D4
Olfr988,ENSMUSG00000075222,ortholog_many2many,ENSGALG00000037228,OR8D4
Olfr987,ENSMUSG00000075223,ortholog_many2many,ENSGALG00000037228,OR8D4
Olfr994,ENSMUSG00000075219,ortholog_many2many,ENSGALG00000037228,OR8D4
Olfr992,ENSMUSG00000075221,ortholog_many2many,ENSGALG00000037228,OR8D4
Olfr993,ENSMUSG00000075220,ortholog_many2many,ENSGALG00000037228,OR8D4
Ttll3,ENSMUSG00000030276,ortholog_one2many,ENSGALG00000053876,
Zgrf1,ENSMUSG00000051278,ortholog_one2many,ENSGALG00000050394,
Ppp1r14c,ENSMUSG00000040653,ortholog_one2one,ENSGALG00000041575,PPP1R14C
Olfr486,ENSMUSG00000096068,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr470,ENSMUSG00000109542,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr494,ENSMUSG00000109631,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr473,ENSMUSG00000095212,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr472,ENSMUSG00000073893,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr502,ENSMUSG00000058014,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr492,ENSMUSG00000109497,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr476,ENSMUSG00000095301,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr467,ENSMUSG00000066242,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr498,ENSMUSG00000096679,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr485,ENSMUSG00000108995,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr495,ENSMUSG00000110253,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr488,ENSMUSG00000096465,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr481,ENSMUSG00000054236,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr484,ENSMUSG00000110171,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr478,ENSMUSG00000094426,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr508,ENSMUSG00000063764,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr506,ENSMUSG00000058244,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr490,ENSMUSG00000109884,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr493,ENSMUSG00000093980,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr469,ENSMUSG00000095910,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr482,ENSMUSG00000059031,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr491,ENSMUSG00000094612,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr497,ENSMUSG00000095239,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr507,ENSMUSG00000061000,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr477,ENSMUSG00000096151,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr487,ENSMUSG00000095929,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr474,ENSMUSG00000094197,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr483,ENSMUSG00000078118,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr510,ENSMUSG00000096209,ortholog_one2many,ENSGALG00000043408,OLFR4
Olfr480,ENSMUSG00000063120,ortholog_one2many,ENSGALG00000043408,OLFR4
Adgrd1,ENSMUSG00000044017,ortholog_one2one,ENSGALG00000002557,ADGRD1
Tmem30c,ENSMUSG00000022753,ortholog_one2one,ENSGALG00000015263,
Atp1b4,ENSMUSG00000016327,ortholog_one2one,ENSGALG00000008593,ATP1B4
,,,ENSGALG00000031583,
Cav1,ENSMUSG00000007655,ortholog_one2one,ENSGALG00000043287,CAV1
Tsc1,ENSMUSG00000026812,ortholog_one2many,ENSGALG00000003500,
,,,ENSGALG00000047265,
2610301B20Rik,ENSMUSG00000059482,ortholog_one2one,ENSGALG00000038971,C8orf37
Lypla2,ENSMUSG00000028670,ortholog_one2one,ENSGALG00000004002,LYPLA2
Tgfbi,ENSMUSG00000035493,ortholog_one2one,ENSGALG00000029429,TGFBI
Naa40,ENSMUSG00000024764,ortholog_one2one,ENSGALG00000038219,NAA40
Tk2,ENSMUSG00000035824,ortholog_one2one,ENSGALG00000034216,TK2
,,,ENSGALG00000049101,
,,,ENSGALG00000026923,
,,,ENSGALG00000048658,
Lrp11,ENSMUSG00000019796,ortholog_one2one,ENSGALG00000019987,LRP11
,,,ENSGALG00000052375,
Fen1,ENSMUSG00000024742,ortholog_one2one,ENSGALG00000033781,FEN1
Etv5,ENSMUSG00000013089,ortholog_one2one,ENSGALG00000005768,ETV5
Arpc4,ENSMUSG00000079426,ortholog_one2one,ENSGALG00000006691,ARPC4
Tbx2,ENSMUSG00000000093,ortholog_one2one,ENSGALG00000034297,TBX2
,,,ENSGALG00000036500,
Tsc1,ENSMUSG00000026812,ortholog_one2many,ENSGALG00000047988,
Misp,ENSMUSG00000035852,ortholog_one2one,ENSGALG00000044985,
Nemf,ENSMUSG00000020982,ortholog_one2one,ENSGALG00000012263,NEMF
Ndufa10,ENSMUSG00000026260,ortholog_one2one,ENSGALG00000004302,NDUFA10
,,,ENSGALG00000021736,gga-mir-367
,,,ENSGALG00000021776,gga-mir-302d
Ift74,ENSMUSG00000028576,ortholog_one2one,ENSGALG00000001801,IFT74
Tada3,ENSMUSG00000048930,ortholog_one2one,ENSGALG00000006688,TADA3
Pithd1,ENSMUSG00000028669,ortholog_one2one,ENSGALG00000003986,PITHD1
Plekhf2,ENSMUSG00000049969,ortholog_one2one,ENSGALG00000040248,PLEKHF2
Mien1,ENSMUSG00000002580,ortholog_one2one,ENSGALG00000026328,MIEN1
,,,ENSGALG00000018326,gga-mir-302a
Cklf,ENSMUSG00000054400,ortholog_one2one,ENSGALG00000005254,CKLF
,,,ENSGALG00000025416,gga-mir-1811
Adamts17,ENSMUSG00000058145,ortholog_one2one,ENSGALG00000038688,ADAMTS17
Mre11a,ENSMUSG00000031928,ortholog_one2one,ENSGALG00000017211,MRE11
,,,ENSGALG00000028030,gga-mir-6547
Mir302c,ENSMUSG00000065482,ortholog_one2one,ENSGALG00000021773,gga-mir-302c
Camk1,ENSMUSG00000030272,ortholog_one2one,ENSGALG00000029912,CAMK1
Spaca9,ENSMUSG00000026809,ortholog_one2one,ENSGALG00000003509,SPACA9
Tbx4,ENSMUSG00000000094,ortholog_one2one,ENSGALG00000005285,TBX4
,,,ENSGALG00000021771,gga-mir-302b
Ppp1r21,ENSMUSG00000034709,ortholog_one2one,ENSGALG00000008937,PPP1R21
Smad5,ENSMUSG00000021540,ortholog_one2one,ENSGALG00000006309,SMAD5
Arhgap25,ENSMUSG00000030047,ortholog_one2one,ENSGALG00000035194,ARHGAP25
Tmem258,ENSMUSG00000036372,ortholog_one2one,ENSGALG00000038292,TMEM258
,,,ENSGALG00000053881,
Lysmd4,ENSMUSG00000043831,ortholog_one2one,ENSGALG00000007092,LYSMD4
Mybpc1,ENSMUSG00000020061,ortholog_one2one,ENSGALG00000012783,MYBPC1
Ndufaf6,ENSMUSG00000050323,ortholog_one2one,ENSGALG00000040366,NDUFAF6
Otub1,ENSMUSG00000024767,ortholog_one2one,ENSGALG00000038229,OTUB1
,,,ENSGALG00000025206,gga-mir-1737
Ppp4c,ENSMUSG00000030697,ortholog_one2one,ENSGALG00000048430,
Bmp10,ENSMUSG00000030046,ortholog_one2one,ENSGALG00000000120,BMP10
Gga3,ENSMUSG00000020740,ortholog_one2one,ENSGALG00000007992,GGA3
Myrf,ENSMUSG00000036098,ortholog_one2one,ENSGALG00000041253,MYRF
Ankrd49,ENSMUSG00000031931,ortholog_one2one,ENSGALG00000017210,ANKRD49
Fam126a,ENSMUSG00000028995,ortholog_one2one,ENSGALG00000010925,FAM126A
,,,ENSGALG00000006651,OGG1
Palm,ENSMUSG00000035863,ortholog_one2one,ENSGALG00000026055,PALM
Stip1,ENSMUSG00000024966,ortholog_one2one,ENSGALG00000046811,STIP1
1700012B09Rik,ENSMUSG00000031927,ortholog_one2one,ENSGALG00000054258,
Mef2a,ENSMUSG00000030557,ortholog_one2one,ENSGALG00000032366,MEF2A
Serinc5,ENSMUSG00000021703,ortholog_one2one,ENSGALG00000014798,SERINC5
Baz2b,ENSMUSG00000026987,ortholog_one2one,ENSGALG00000012579,BAZ2B
,,,ENSGALG00000040923,
Fut4,ENSMUSG00000049307,ortholog_one2one,ENSGALG00000022718,FUT4
Fus,ENSMUSG00000030795,ortholog_one2one,ENSGALG00000032219,FUS
Met,ENSMUSG00000009376,ortholog_one2one,ENSGALG00000036883,MET
Amotl1,ENSMUSG00000013076,ortholog_one2one,ENSGALG00000017208,AMOTL1
Prss57,ENSMUSG00000020323,ortholog_one2one,ENSGALG00000035762,
Gtf3c4,ENSMUSG00000035666,ortholog_one2one,ENSGALG00000031016,GTF3C4
Gkn2,ENSMUSG00000030049,ortholog_one2one,ENSGALG00000039187,GKN2
Plaa,ENSMUSG00000028577,ortholog_one2one,ENSGALG00000001782,PLAA
Eloa,ENSMUSG00000028668,ortholog_one2one,ENSGALG00000034625,TCEB3
Dagla,ENSMUSG00000035735,ortholog_one2one,ENSGALG00000036492,DAGLA
Erbb2,ENSMUSG00000062312,ortholog_one2one,ENSGALG00000031529,ERBB2
Pcmt1,ENSMUSG00000019795,ortholog_one2one,ENSGALG00000012388,PCMT1
Trp53inp1,ENSMUSG00000028211,ortholog_one2one,ENSGALG00000041353,TP53INP1
Jph2,ENSMUSG00000017817,ortholog_one2one,ENSGALG00000054402,
Dcbld2,ENSMUSG00000035107,ortholog_one2one,ENSGALG00000015258,DCBLD2
,,,ENSGALG00000051612,
Col17a1,ENSMUSG00000025064,ortholog_one2one,ENSGALG00000029617,COL17A1
Snord93,ENSMUSG00000095205,ortholog_one2many,ENSGALG00000025204,SNORD93
Gm50451,ENSMUSG00000096832,ortholog_one2many,ENSGALG00000025204,SNORD93
Syt7,ENSMUSG00000024743,ortholog_one2one,ENSGALG00000043139,SYT7
Cldn7,ENSMUSG00000018569,ortholog_one2one,ENSGALG00000049326,
Caap1,ENSMUSG00000028578,ortholog_one2one,ENSGALG00000001765,CAAP1
Fstl3,ENSMUSG00000020325,ortholog_one2one,ENSGALG00000042356,FSTL3
Pgap3,ENSMUSG00000038208,ortholog_one2one,ENSGALG00000022030,PGAP3
Bok,ENSMUSG00000026278,ortholog_one2one,ENSGALG00000005772,BOK
Fermt3,ENSMUSG00000024965,ortholog_one2one,ENSGALG00000048236,
Antxr1,ENSMUSG00000033420,ortholog_one2one,ENSGALG00000030603,ANTXR1
,,,ENSGALG00000050696,gga-mir-12277
Med11,ENSMUSG00000018923,ortholog_one2one,ENSGALG00000047833,MED11
,,,ENSGALG00000039893,gga-mir-7437
Tomm7,ENSMUSG00000028998,ortholog_one2one,ENSGALG00000029856,TOMM7
Pnmt,ENSMUSG00000038216,ortholog_one2one,ENSGALG00000053690,PNMT
Lrrc10b,ENSMUSG00000090291,ortholog_one2one,ENSGALG00000045169,LRRC10B
,,,ENSGALG00000049559,
Brip1,ENSMUSG00000034329,ortholog_one2one,ENSGALG00000005279,BRIP1
,,,ENSGALG00000028314,
,,,ENSGALG00000047350,
,,,ENSGALG00000052319,
Cdk7,ENSMUSG00000069089,ortholog_one2one,ENSGALG00000014790,CDK7
Hdac4,ENSMUSG00000026313,ortholog_one2one,ENSGALG00000004288,HDAC4
Trpt1,ENSMUSG00000047656,ortholog_one2one,ENSGALG00000050256,TRPT1
Nup43,ENSMUSG00000040034,ortholog_one2one,ENSGALG00000012387,NUP43
Grhl1,ENSMUSG00000020656,ortholog_one2one,ENSGALG00000038495,TAF1B
Chd3,ENSMUSG00000018474,ortholog_one2many,ENSGALG00000052114,
Col8a1,ENSMUSG00000068196,ortholog_one2one,ENSGALG00000015253,COL8A1
Stard3,ENSMUSG00000018167,ortholog_one2one,ENSGALG00000014607,STARD3
Lamp2,ENSMUSG00000016534,ortholog_one2one,ENSGALG00000008572,LAMP2
Cmtm3,ENSMUSG00000031875,ortholog_one2one,ENSGALG00000000424,CMTM3
Scyl1,ENSMUSG00000024941,ortholog_one2one,ENSGALG00000051652,
Lats1,ENSMUSG00000040021,ortholog_one2one,ENSGALG00000012386,LATS1
Foxn2,ENSMUSG00000034998,ortholog_one2one,ENSGALG00000008942,FOXN2
,,,ENSGALG00000055105,
Gm27702,ENSMUSG00000098865,ortholog_one2one,ENSGALG00000040194,
,,,ENSGALG00000054895,
Cmtm4,ENSMUSG00000096188,ortholog_one2one,ENSGALG00000005251,CMTM4
,,,ENSGALG00000054600,
,,,ENSGALG00000036042,
Sdhaf2,ENSMUSG00000024668,ortholog_one2one,ENSGALG00000040632,SDHAF2
Capza2,ENSMUSG00000015733,ortholog_one2one,ENSGALG00000043437,CAPZA2
Rpl11,ENSMUSG00000059291,ortholog_one2one,ENSGALG00000030378,RPL11
,,,ENSGALG00000053973,
Ccne2,ENSMUSG00000028212,ortholog_one2one,ENSGALG00000040794,CCNE2
,,,ENSGALG00000053378,
Gm12666,ENSMUSG00000066107,ortholog_one2many,ENSGALG00000012048,LARP7
Larp7,ENSMUSG00000027968,ortholog_one2many,ENSGALG00000012048,LARP7
Mrps36,ENSMUSG00000061474,ortholog_one2one,ENSGALG00000014789,MRPS36
Gm27444,ENSMUSG00000098570,ortholog_one2one,ENSGALG00000028180,
Polr2a,ENSMUSG00000005198,ortholog_one2many,ENSGALG00000047565,
,,,ENSGALG00000050580,5S_rRNA
Cpsf7,ENSMUSG00000034820,ortholog_one2one,ENSGALG00000040962,CPSF7
Twist2,ENSMUSG00000007805,ortholog_one2one,ENSGALG00000004274,TWIST2
Cul4b,ENSMUSG00000031095,ortholog_one2one,ENSGALG00000008559,CUL4B
Cwc15,ENSMUSG00000004096,ortholog_one2one,ENSGALG00000017207,CWC15
Stx2,ENSMUSG00000029428,ortholog_one2one,ENSGALG00000002536,STX2
Il6,ENSMUSG00000025746,ortholog_one2one,ENSGALG00000010915,IL6
Polr2a,ENSMUSG00000005198,ortholog_one2many,ENSGALG00000049232,
Elavl2,ENSMUSG00000008489,ortholog_one2one,ENSGALG00000015799,ELAVL2
Fbxo11,ENSMUSG00000005371,ortholog_one2one,ENSGALG00000008944,FBXO11
Stk25,ENSMUSG00000026277,ortholog_one2one,ENSGALG00000037739,STK25
,,,ENSGALG00000052217,
Asb1,ENSMUSG00000026311,ortholog_one2one,ENSGALG00000004272,ASB1
Endod1,ENSMUSG00000037419,ortholog_one2one,ENSGALG00000017205,ENDOD1
,,,ENSGALG00000046594,
Ppp1r1b,ENSMUSG00000061718,ortholog_one2one,ENSGALG00000044406,
Slc5a2,ENSMUSG00000030781,ortholog_one2one,ENSGALG00000052298,
Brpf1,ENSMUSG00000001632,ortholog_one2one,ENSGALG00000033529,BRPF1
Msh6,ENSMUSG00000005370,ortholog_one2one,ENSGALG00000008957,MSH6
Slk,ENSMUSG00000025060,ortholog_one2one,ENSGALG00000008318,SLK
,,,ENSGALG00000039648,
Neurod2,ENSMUSG00000038255,ortholog_one2one,ENSGALG00000039633,NEUROD2
Topors,ENSMUSG00000036822,ortholog_one2many,ENSGALG00000020523,
,,,ENSGALG00000051284,
Sesn3,ENSMUSG00000032009,ortholog_one2one,ENSGALG00000017204,SESN3
Kcnk12,ENSMUSG00000050138,ortholog_one2one,ENSGALG00000008960,KCNK12
Tbc1d10b,ENSMUSG00000042492,ortholog_one2one,ENSGALG00000053196,
Cdk12,ENSMUSG00000003119,ortholog_one2one,ENSGALG00000001731,CDK12
Msh2,ENSMUSG00000024151,ortholog_one2one,ENSGALG00000008962,MSH2
Traf3ip1,ENSMUSG00000034292,ortholog_one2one,ENSGALG00000004236,TRAF3IP1
Klhdc2,ENSMUSG00000020978,ortholog_one2one,ENSGALG00000012244,KLHDC2
Nup85,ENSMUSG00000020739,ortholog_one2one,ENSGALG00000007974,NUP85
Sfswap,ENSMUSG00000029439,ortholog_one2one,ENSGALG00000002487,SFSWAP
,,,ENSGALG00000049272,
Farp2,ENSMUSG00000034066,ortholog_one2one,ENSGALG00000005788,FARP2
Mcts1,ENSMUSG00000000355,ortholog_one2many,ENSGALG00000008517,MCTS1
Mcts2,ENSMUSG00000042814,ortholog_one2many,ENSGALG00000008517,MCTS1
,,,ENSGALG00000048198,
,,,ENSGALG00000015754,
Fam76b,ENSMUSG00000037808,ortholog_one2one,ENSGALG00000017202,FAM76B
Med1,ENSMUSG00000018160,ortholog_one2one,ENSGALG00000001708,MED1
Ppt1,ENSMUSG00000028657,ortholog_one2one,ENSGALG00000003936,PPT1
C1galt1c1,ENSMUSG00000048970,ortholog_one2one,ENSGALG00000008513,C1GALT1C1
,,,ENSGALG00000031942,
Cep57,ENSMUSG00000031922,ortholog_one2one,ENSGALG00000017201,CEP57
Mmp17,ENSMUSG00000029436,ortholog_one2one,ENSGALG00000002461,
Katna1,ENSMUSG00000019794,ortholog_one2one,ENSGALG00000012378,KATNA1
Ints8,ENSMUSG00000040738,ortholog_one2one,ENSGALG00000037955,INTS8
Cenph,ENSMUSG00000045273,ortholog_one2one,ENSGALG00000014788,CENPH
Ints2,ENSMUSG00000018068,ortholog_one2one,ENSGALG00000005269,INTS2
Ywhaq,ENSMUSG00000076432,ortholog_one2one,ENSGALG00000016433,YWHAQ
